"réalité";0.30948;0.07275;0.03734;0.00166
"considérer";0.01423;7e-05;-0.54228;0.1676
"chercher";0.10325;0.00875;0.01462;0.00027
"écrire";-0.36546;0.04464;-0.03701;0.00072
"commerce";-0.06944;0.00645;0.69467;1.00846
"besoin";-0.93964;1.01936;-0.48738;0.42871
"paysage";0.03323;0.00141;0.24717;0.12187
"fonder";-0.05396;0.0023;0.24981;0.07706
"divers";0.2528;0.05437;-0.05575;0.00413
"récit";-0.29411;0.09199;-0.15767;0.04133
"personnel";-0.15952;0.00773;-0.221;0.0232
"fonction";-0.34494;0.05784;-0.14873;0.01681
"concerner";-0.1107;0.00856;-0.40539;0.17953
"handicap";0.28129;0.0024;1.12843;0.06048
"tension";0.25913;0.05508;0.2074;0.05516
"Paris";0.62332;0.40134;0.36869;0.21951
"abord";-0.47861;0.16703;0.18862;0.04055
"centre";0.44693;0.13958;0.63393;0.439
"eux";-0.0935;0.00717;0.21809;0.06099
"alimentaire";-1.08821;1.51109;-0.56529;0.63744
"trouver";-0.616;0.25363;-0.16407;0.02813
"agricole";-0.65473;0.53399;-0.51959;0.52573
"mieux";-0.30811;0.04903;-0.0736;0.00437
"prévention";-1.12161;0.84086;-0.6066;0.38448
"processus";0.38767;0.15068;0.407;0.25962
"entreprise";0.20865;0.05291;0.93806;1.67174
"riche";-0.57046;0.37571;-0.03079;0.00171
"acquérir";0.26882;0.01756;0.61035;0.14155
"moment";0.04456;0.00199;-0.13921;0.03037
"5e";-0.91746;0.6905;-0.50306;0.32453
"répondre";0.13886;0.01523;-0.43971;0.23876
"eau";-1.12161;1.52884;-0.6066;0.69906
"parfois";-0.0972;0.00775;0.06459;0.00535
"citoyenneté";1.15008;0.36167;-0.47796;0.09765
"cours|cour";0.33153;0.06011;0.07354;0.00462
"raison";-0.21535;0.03241;0.16454;0.02957
"rester";-0.1195;0.01085;0.31105;0.11488
"communauté";-0.42016;0.04291;0.26091;0.02587
